Depth,destruction,Victim's reaction,Magnitude,Intensity
16,2,3,6.5,4
10,4,5,5.3,6
35,3,4,7.5,5
18,4,5,4.7,6
18,7,8,6.3,9
5,4,5,4.5,6
30,5,6,7.8,7
30,8,9,8.1,10
10,6,7,7.2,8
22,6,7,7.7,8
10,5,6,5.4,7
55,5,6,6.8,7
17,7,8,7.8,9
43,9,10,7.5,11
112,3,4,6.5,5
73.37,6,7,6.1,8
129.3,7,8,6.8,9
159.3,4,5,7.2,6
26.89,6,7,6.3,8
16,4,5,6.5,6
66,4,5,6.7,6
21,2,3,4.9,4
33,3,4,6.7,5
33,4,5,6.6,6
10,6,7,5.8,8
36.4,5,6,6.9,7
34,6,7,6.9,8
10,5,6,5.7,7
43,5,6,7.4,7
33,6,7,5.8,8
78,4,5,7.2,6
8,7,8,7.4,9
105,9,10,7.7,11
12,8,9,7.8,10
10,3,4,7.1,5
22,7,8,6.7,9
220,9,10,7.5,11
10,2,3,6.6,4
117.53,8,9,7.5,10
100,8,9,7.4,10
69.1,4,5,6.5,6
20,7,8,8,9
38,4,5,5.5,6
221.11,5,6,5.5,7
25,4,5,7,6
10,2,3,7.3,4
15,8,9,6.5,10
1,4,5,5.5,6
20,6,7,7,8
33,9,10,8.1,11
33,8,9,7.9,10
35.44,6,7,6,8
578,1,2,7.6,3
10,3,4,6.9,5
45.8,4,5,6.5,6
10,4,5,4.5,6
66,6,7,5.4,8
84,4,5,5.8,6
120,8,9,7.5,10
120,9,10,7.2,11
33,5,6,7,7
41,6,7,5.6,8
36,5,6,7.2,7
10,3,4,5.9,5
20,8,9,7.5,10
24,2,3,4.5,4
50,5,6,8.3,7
12,5,6,6.7,7
60,9,10,7.7,11
59,5,6,6.5,7
10,5,6,6.5,7
10,2,3,4.8,4
10,6,7,6.8,8
573,1,2,6.7,3
15,6,7,7.6,8
37,6,7,6.6,8
33,8,9,7.7,10
54.89,8,9,7.5,10
8.45,2,3,6.6,4
6,6,7,5.6,8
140.42,6,7,6.8,8
17,9,10,6.9,11
10,6,7,6.5,8
6,6,7,6,8
75.47,7,8,6.4,9
10,5,6,5.9,7
210.097,4,5,7.6,6
223,9,10,7.5,11
66,8,9,6.7,10
15,5,6,5.7,7
29.4,8,9,7.5,10
25,8,9,7.8,10
18.98,5,6,7.2,7
35,9,10,7.8,11
10,6,7,6,8
7,4,5,5.5,6
28,4,5,7.1,6
3,4,5,4,6
33,8,9,7.4,10
50,8,9,7.9,10
10,7,8,6.4,9
5,2,3,6.8,4
20,6,7,5.7,8
14.86,4,5,7.7,6
9,5,6,5.7,7
24,4,5,5.4,6
12,3,4,5.9,5
33,8,9,7.7,10
50,9,10,8.2,11
615.42,4,5,6.9,6
24,6,7,5.4,8
13,6,7,6.7,8
14,6,7,5.9,8
30,4,5,5.8,6
14.57,5,6,5.5,7
10,3,4,4.5,5
10,6,7,7,8
212,4,5,7.3,6
59,5,6,6.5,7
8,6,7,6.2,8
54.89,8,9,7.5,10
21,4,5,6.4,6
100,8,9,7.2,10
18.6,2,3,7.7,4
10,5,6,6.5,7
15,9,10,6.7,11
33,6,7,5.7,8
5,4,5,4.8,6
10,10,11,7.2,12
26,4,5,6.8,6
12,8,9,7.6,10
44,9,10,7.2,11
7,1,2,6.6,3
54,6,7,6.7,8
15,8,9,7.9,10
10,4,5,5,6
26,6,7,5.8,8
61.44,8,9,6.9,10
43,4,5,5.4,6
150,9,10,7.5,11
10,5,6,5,7
598.1,4,5,8.3,6
30,8,9,7.7,10
21.72,4,5,5.2,6
5,5,6,6.5,7
33,9,10,7.7,11
6,5,6,5.7,7
82,4,5,6.8,6
68,8,9,7.2,10
11,8,9,7.1,10
15,6,7,7.1,8
12,9,10,6,11
19,7,8,7.1,9
66,6,7,6.7,8
39,4,5,7,6
10,7,8,6.6,9
19.7,4,5,6.8,6
39,5,6,6.6,7
33,6,7,6.2,8
30,9,10,7.5,11
16,7,8,5.9,9
69.67,5,6,5.5,7
15,9,10,6.7,11
39,8,9,7,10
13.23,3,4,6.6,5
29,7,8,9.1,9
31,9,10,7.2,11
33,5,6,6.6,7
10,6,7,6,8
24,6,7,7.5,8
43.21,2,3,6.6,4
5,5,6,6.5,7
96,4,5,6.8,6
59,5,6,6.5,7
35,6,7,6.9,8
10,4,5,5.5,6
95.98,7,8,7,9
84.37,4,5,5,6
24,6,7,8.1,8
15,6,7,7.8,8
10,5,6,6.5,7
10,6,7,5.7,8
17,4,5,5.9,6
10,2,3,3.5,4
33,4,5,6.5,6
12,6,7,6.3,8
11,4,5,7,6
128.1,3,4,6.6,5
20,6,7,6.4,8
60,8,9,7.2,10
29,8,9,6.5,10
22,7,8,6.1,9
26,2,3,6.9,4
33,6,7,6.4,8
20,8,9,6.2,10
31,8,9,7.5,10
26,7,8,7.4,9
50,5,6,6.5,7
10,5,6,5.5,7
20,3,4,6.9,5
15,3,4,6.9,5
77.09,7,8,7.7,9
10,6,7,6.9,8
16,3,4,7.3,5
25,8,9,7.5,10
15,5,6,5.6,7
71.06,5,6,5.3,7
15,5,6,6.7,7
11,6,7,6,8
33,6,7,5.9,8
200,6,7,6.7,8
187.589,3,4,6.5,5
33,5,6,7.5,7
1,1,2,3.7,3
33,6,7,7.9,8
17,4,5,6.7,6
22,5,6,6.6,7
10,6,7,6.6,8
38,4,5,5.9,6
6,8,9,6.6,10
7,6,7,5.2,8
10,5,6,6.6,7
12.26,3,4,6.5,5
79,5,6,6.3,7
33,5,6,6.6,7
115,5,6,7,7
14,5,6,7,7
93,5,6,6.9,7
164.6,3,4,6.6,5
92.52,8,9,6.6,10
38.68,8,9,7.7,10
176.4,2,3,6.5,4
93,3,4,6.3,5
10,10,11,8.1,12
60,8,9,8.5,10
31.4,7,8,6.5,9
10,6,7,6.3,8
580,8,9,7.7,10
18,2,3,4.8,4
10,3,4,4.9,5
126,6,7,7.5,8
12,6,7,5.6,8
10,6,7,6,8
140.38,6,7,6.5,8
31.6,6,7,7.7,8
71.32,6,7,6.3,8
8,6,7,6,8
60,9,10,7.5,11
10,5,6,6.6,7
10,5,6,5.2,7
171.73,9,10,8.5,11
5,7,8,6.2,9
28,2,3,6.9,4
38,4,5,5.5,6
126,6,7,7.5,8
63,6,7,6.7,8
70.43,5,6,5.8,7
10,7,8,6,9
47.5,4,5,6.9,6
220,9,10,7.5,11
13,5,6,7.6,7
25,8,9,7.6,10
12,5,6,6.7,7
33,6,7,6,8
10,2,3,7,4
66,6,7,6.7,8
10,7,8,6.3,9
23,6,7,7.4,8
231,5,6,7.5,7
10,8,9,6.6,10
15,8,9,7,10
33,8,9,6.4,10
29,5,6,5.1,7
24,5,6,7.2,7
10,5,6,5.6,7
15,6,7,5.3,8
33,2,3,4.5,4
25,6,7,6.6,8
114.16,7,8,6.7,9
7,4,5,4.9,6
236,7,8,6.4,9
33,7,8,8.7,9
26,4,5,5.3,6
115,2,3,6.9,4
10,2,3,6.6,4
10,7,8,7,9
10,6,7,6.5,8
21.43,3,4,7.1,5
64,8,9,6.6,10
125.59,7,8,5.9,9
58,5,6,7.1,7
14,7,8,6.5,9
35,9,10,7.4,11
5,0,1,3.9,2
22,4,5,5.5,6
60,8,9,7.9,10
53,6,7,6.1,8
100,9,10,7.8,11
54.29,9,10,6.9,11
10,1,2,3.8,3
34,7,8,8.1,9
25,9,10,7.9,11
11.6,7,8,6.8,9
10,8,9,8,10
5,5,6,5.7,7
35,4,5,7.8,6
16,5,6,6.7,7
20,8,9,7.5,10
33,8,9,7.3,10
107.85,8,9,8.5,10
20,6,7,6.7,8
16,8,9,7.3,10
100,7,8,6.8,9
18,7,8,6.2,9
25.7,3,4,6.6,5
12.59,4,5,6.8,6
123.1,4,5,7,6
13,4,5,6.5,6
57,5,6,6.7,7
10,8,9,6.9,10
69.727,4,5,6.5,6
25.17,5,6,5.5,7
10,7,8,6.7,9
28,8,9,6.6,10
33,3,4,4.9,5
10,9,10,8.3,11
15,5,6,6.6,7
16,6,7,6.7,8
32,7,8,6.4,9
47.55,6,7,6.9,8
79.32,7,8,7.3,9
28.93,6,7,8.1,8
101.04,5,6,5.8,7
33,6,7,6.5,8
10,5,6,5.8,7
10,8,9,7,10
19,6,7,4.6,8
66.51,7,8,7,9
10,4,5,5.1,6
34,4,5,7.1,6
10,5,6,6.2,7
15,8,9,7.4,10
10,5,6,5.8,7
15,5,6,5.7,7
60,8,9,7.5,10
33,9,10,7.6,11
8.2,5,6,6.5,7
24,6,7,7.9,8
25,5,6,7.8,7
10,2,3,6.9,4
25,3,4,4.8,5
29,6,7,6.5,8
72,7,8,6.4,9
5,3,4,4.7,5
10,7,8,7.3,9
10,7,8,6.4,9
15,8,9,6.1,10
29,5,6,6.9,7
100,8,9,7.8,10
33,7,8,6.5,9
576,0,1,6.5,1
206.7,3,4,7.1,5
33,4,5,4.9,6
30,6,7,6.8,8
25,4,5,8.3,6
30.78,6,7,7.5,8
10,2,3,7,4
96,6,7,7.6,8
131.45,6,7,5.9,8
13.4,5,6,6.5,7
41,4,5,6.9,6
15,8,9,6.1,10
23.51,6,7,6.8,8
19,9,10,8,11
29,8,9,6.3,10
90,6,7,7.6,8
10,7,8,5.6,9
76.58,7,8,6.4,9
30,8,9,8.5,10
19.33,7,8,6.6,9
12,5,6,6.7,7
22,9,10,7.2,11
10,7,8,6.3,9
292,2,3,7.1,4
17,5,6,6.6,7
37,5,6,5.2,7
3,4,5,4,6
29,3,4,6.5,5
3,7,8,8.3,9
22,6,7,5.5,8
55.14,5,6,7.1,7
18,7,8,7.1,9
145,3,4,6.9,5
50,8,9,7.9,10
33,8,9,7.7,10
14.27,3,4,7.3,5
83,4,5,6.5,6
15,8,9,6.4,10
30,7,8,6.9,9
7,8,9,6.8,10
135,7,8,7.9,9
27,3,4,4.2,5
33,5,6,5.7,7
25,8,9,7.7,10
10,6,7,5,8
33,6,7,7.6,8
11,6,7,6.5,8
20,8,9,6.6,10
15,6,7,7.3,8
21,9,10,7.1,11
22,9,10,7.9,11
10,4,5,6.6,6
119,3,4,6.5,5
33,3,4,5.7,5
30,10,11,9.1,12
40.8,2,3,6.7,4
31,3,4,7.3,5
48,6,7,6.9,8
50,7,8,6.8,9
10,9,10,7.4,11
10,7,8,7.8,9
10,6,7,4.5,8
166.2,4,5,6.6,6
25,4,5,4.5,6
107,5,6,6.9,7
34,5,6,5.6,7
73.28,5,6,5.5,7
82,3,4,6.8,5
10,6,7,7.7,8
600,10,11,8.2,12
22,5,6,5,7
204,9,10,7.6,11
30,8,9,7,10
39,5,6,7.1,7
35,4,5,7.5,6
27.7,6,7,7.8,8
32,8,9,7.1,10
5,4,5,5,6
80,7,8,6.8,9
35,6,7,8,8
33,6,7,6.4,8
18,6,7,5.9,8
30,6,7,5.7,8
19,6,7,6.3,8
10,8,9,6.4,10
30,8,9,7.7,10
55,5,6,7.9,7
10,8,9,6.5,10
10,3,4,8,5
23,7,8,6.8,9
14,7,8,7.3,9
33,5,6,6.8,7
15,6,7,6.4,8
26,4,5,6.8,6
98,6,7,6.3,8
33,4,5,6.5,6
63,8,9,7.5,10
30,9,10,7.8,11
10,6,7,6.5,8
15,5,6,6.7,7
22,3,4,6.6,5
23.51,6,7,6.8,8
20,5,6,6,7
12,6,7,6.6,8
24,8,9,7,10
33,3,4,6.8,5
8,2,3,6.5,4
9,4,5,5.1,6
10,7,8,5.8,9
116.48,8,9,6.5,10
12,8,9,6.7,10
15,7,8,6.3,9
107,4,5,6.6,6
60,10,11,8.1,12
3,7,8,8.3,9
5,6,7,5,8
16.1,3,4,6.6,5
8,3,4,6.7,5
22,2,3,6.8,4
9,6,7,6.3,8
18,5,6,6.6,7
33,4,5,7.1,6
25,9,10,7.9,11
16,5,6,6.7,7
30,5,6,7.4,7
10,6,7,6.6,8
24,2,3,4.5,4
25.53,7,8,6.8,9
35.981,2,3,7.1,4
106.13,8,9,6.9,10
36,6,7,5.8,8
12,6,7,7,8
74.72,6,7,5.7,8
33,4,5,5.6,6
6.43,5,6,6.9,7
19,3,4,7.5,5
36,4,5,7.1,6
49.02,6,7,6.7,8
57,3,4,4.5,5
10,2,3,7.5,4
127,8,9,7.6,10
10,8,9,7.3,10
105,5,6,5.3,7
14,5,6,5.7,7
55,6,7,7.5,8
33,4,5,5.5,6
10,4,5,5.2,6
66,8,9,6.7,10
10,6,7,5.1,8
50.4,4,5,6.8,6
33,8,9,6.9,10
10,9,10,8.2,11
69.67,5,6,5.5,7
10,3,4,8,5
5,5,6,5.1,7
60,7,8,7.3,9
34,4,5,6.6,6
30,3,4,6.7,5
33,10,11,8,12
10,7,8,7,9
5,8,9,7.7,10
23,5,6,7.4,7
10,7,8,6.3,9
52,6,7,5.7,8
196,4,5,7.7,6
2,7,8,7.7,9
8,5,6,5.3,7
238,7,8,6.7,9
10,5,6,6.8,7
33,9,10,7.9,11
27.4,4,5,6.7,6
11,5,6,6.5,7
22,4,5,5.5,6
10,6,7,6.9,8
21,3,4,6.5,5
7,5,6,5.7,7
37,4,5,6.5,6
43,5,6,7.4,7
110,4,5,6.5,6
25,9,10,6.2,11
10,8,9,7.9,10
10,6,7,5.9,8
33,5,6,6.6,7
48,9,10,8,11
6,8,9,6.3,10
15,6,7,5.5,8
15,7,8,6.6,9
10,5,6,5.5,7
129,6,7,6.1,8
21,3,4,6.9,5
10,9,10,7.1,11
10,6,7,5.2,8
86.94,6,7,7,8
33,7,8,7.5,9
23,4,5,6.7,6
5,5,6,4.5,7
100,7,8,8.3,9
22,5,6,6.8,7
35,5,6,7.1,7
10,3,4,4.5,5
31,4,5,6.7,6
70,9,10,8.5,11
20,7,8,5.8,9
20.49,5,6,6.7,7
5,2,3,4.1,4
10,6,7,6.5,8
103.91,7,8,7,9
58,3,4,6.8,5
8.382,7,8,6.5,9
33,4,5,7.3,6
16,4,5,6.8,6
140.2,7,8,6,9
17,5,6,7.7,7
90,6,7,8.1,8
55,6,7,6.7,8
5,2,3,4.8,4
25,7,8,7.1,9
17,6,7,5.5,8
24,5,6,6.9,7
10,6,7,6.7,8
16,9,10,7.3,11
35,2,3,4.9,4
9,5,6,6.6,7
10,7,8,5.8,9
50,9,10,8.2,11
10,6,7,6.5,8
14,9,10,7.2,11
198,3,4,6.8,5
10,8,9,6.4,10
31,5,6,7.8,7
10,5,6,5.5,7
14.497,6,7,6.7,8
26,5,6,5.1,7
30,6,7,7.5,8
12,2,3,6.7,4
35,4,5,7.8,6
24,1,2,7.8,3
71,8,9,6.4,10
11,5,6,6.6,7
25,5,6,7.2,7
10,6,7,4.9,8
14,3,4,4.9,5
167,9,10,7.7,11
15,4,5,6.4,6
55,5,6,7.9,7
16,8,9,6,10
11,2,3,6.8,4
10,2,3,5.1,4
5,6,7,6,8
31,3,4,7.6,5
10,9,10,8.3,11
11,8,9,7.1,10
240,5,6,7.6,7
13,7,8,6.6,9
10,7,8,5.8,9
33,4,5,7.2,6
20.1,5,6,7.8,7
33,5,6,5.1,7
20,10,11,8,12
15,5,6,5.1,7
16,2,3,4.7,4
141,9,10,7.6,11
8,8,9,6.8,10
38,3,4,4.8,5
10,5,6,7.6,7
43,6,7,5.1,8
14,3,4,7.2,5
30,10,11,8.6,12
18,8,9,6.5,10
23.51,6,7,6.8,8
60,9,10,7.5,11
10,4,5,7.9,6
10,2,3,7.7,4
10,8,9,7.9,10
27,4,5,4.9,6
35,8,9,8.1,10
34,9,10,7.2,11
10,4,5,5.5,6
5,8,9,6.5,10
223,4,5,6.7,6
10,6,7,7,8
41,4,5,6.9,6
33,3,4,4.7,5
33,3,4,7.8,5
13,6,7,6.9,8
12,5,6,6.7,7
25,2,3,6.9,4
40,3,4,6.4,5
10,3,4,4.5,5
44,9,10,7.2,11
10,5,6,6.6,7
25,8,9,7.6,10
27.44,4,5,4.8,6
33,4,5,7.9,6
38,6,7,5.9,8
26,5,6,7.5,7
127.82,7,8,6.8,9
50,5,6,6.8,7
10,2,3,6.6,4
16.37,3,4,7.2,5
34.8,5,6,6.6,7
18,8,9,7.7,10
10,4,5,5.8,6
57.92,4,5,6.6,6
74.48,8,9,7.1,10
31,3,4,6.6,5
10,4,5,5.8,6
93,6,7,6.9,8
17,7,8,6.9,9
14,7,8,6.4,9
190,9,10,8.1,11
30,4,5,6.5,6
22.4,7,8,7.7,9
15,6,7,6.6,8
8,9,10,6.5,11
10,5,6,6.5,7
24,5,6,6.7,7
70,9,10,7.5,11
19,8,9,7,10
109,6,7,5.9,8
179.3,4,5,7.2,6
11,6,7,6,8
10,7,8,6.4,9
37,4,5,5.1,6
51.8,4,5,6.6,6
624.464,0,1,6.6,2
17,8,9,6.1,10
145,5,6,7.5,7
85.61,4,5,5,6
106.13,8,9,6.9,10
25,2,3,6.9,4
21,3,4,6.4,5
43.76,5,6,5.5,7
516,8,9,7.5,10
10,7,8,6,9
55,5,6,7.4,7
19,4,5,6.8,6
18,8,9,7.7,10
15,6,7,7.1,8
21,6,7,6.3,8
12,8,9,6.8,10
18,4,5,6.7,6
18,7,8,6.3,9
10,5,6,6.5,7
26,4,5,5.3,6
40,7,8,7.6,9
40,8,9,7.5,10
33,4,5,6.5,6
371,2,3,6.5,4
126,4,5,7.1,6
8.7,4,5,7.5,6
19,6,7,7.3,8
152,3,4,6.7,5
31,5,6,5.9,7
10,5,6,5.6,7
40,5,6,5,7
51.51,4,5,4.1,6
7,5,6,5.7,7
15,4,5,6.8,6
11,6,7,6,8
33.3,2,3,6.9,4
10,2,3,7.7,4
10,4,5,7.1,6
10,6,7,7.2,8
10,6,7,4.8,8
10,5,6,6.5,7
60,9,10,7.9,11
12.5,6,7,6.8,8
10,8,9,6.9,10
10,6,7,6.5,8
13,3,4,6.6,5
8.22,7,8,7.8,9
35,7,8,5.4,9
10,7,8,6.2,9
13,3,4,6.7,5
25.51,6,7,6.5,8
14.86,4,5,7.7,6
8,5,6,5.8,7
51,5,6,5.3,7
40.5,6,7,7.8,8
6,7,8,5.8,9
50,9,10,8.2,11
10,8,9,7.7,10
10,6,7,6.3,8
30,3,4,6.7,5
10,7,8,6.5,9
10,6,7,7.5,8
33,4,5,6.9,6
10,8,9,6.9,10
40,7,8,7.9,9
17,5,6,6.5,7
5,7,8,6.4,9
11,5,6,6.7,7
3,7,8,8.3,9
24,6,7,7.2,8
25,7,8,6.9,9
10,6,7,5.9,8
58,4,5,6,6
11.2,4,5,6.9,6
81.32,6,7,5.3,8
131.8,4,5,6.6,6
5,5,6,6.9,7
15,6,7,6.1,8
8,5,6,5.7,7
145,5,6,7.5,7
614,1,2,6.6,3
122.9,4,5,6.8,6
11,5,6,5.2,7
60,6,7,6.9,8
15,5,6,7.3,7
33,9,10,7.6,11
29.95,5,6,6.9,7
33,4,5,5.1,6
33,4,5,7.5,6
107,3,4,6.3,5
15,5,6,5.1,7
10,4,5,5.8,6
59,7,8,7.8,9
25.51,6,7,6.5,8
33,5,6,6.5,7
9,6,7,6.6,8
115.84,6,7,6,8
34,4,5,7,6
82,5,6,6.2,7
18,4,5,7.5,6
10,5,6,5.1,7
40,4,5,7.3,6
43,5,6,7,7
62,6,7,5,8
20,5,6,6,7
15,7,8,6.6,9
33,6,7,4.6,8
29,9,10,7,11
22,8,9,7.6,10
24,3,4,7.8,5
41.88,6,7,6.5,8
33,5,6,7.2,7
60,9,10,7.7,11
5,8,9,7.5,10
33,6,7,6.9,8
10,8,9,6.7,10
15,5,6,5.7,7
130,7,8,6.8,9
48,5,6,7,7
10,5,6,5.6,7
33,4,5,6.6,6
19,5,6,7.6,7
24,4,5,6.5,6
8,5,6,5.1,7
15,6,7,7.7,8
50,8,9,7.9,10
15.55,4,5,5.6,6
14,7,8,6.7,9
100,10,11,8.3,12
36,4,5,6.8,6
6,5,6,6,7
10,6,7,6.4,8
25,3,4,4.8,5
10,3,4,6.5,5
10,7,8,6.8,9
90,5,6,7.6,7
20,2,3,6.5,4
10,8,9,6.3,10
5,7,8,6.7,9
33,4,5,7.7,6
5,4,5,5,6
51.6,4,5,6.9,6
30,4,5,4.4,6
17,4,5,5.9,6
30,5,6,7.4,7
17,6,7,5.1,8
43,5,6,7,7
90,8,9,6.9,10
16.7,5,6,6.5,7
17,7,8,6.5,9
32,3,4,6.5,5
50,6,7,6.6,8
34,4,5,6.5,6
43,5,6,7,7
25,5,6,7.6,7
20.59,7,8,7.8,9
10,3,4,3.6,5
10,8,9,7.4,10
27.9,7,8,8,9
114,2,3,6,4
39,8,9,6.2,10
10,7,8,7.7,9
66,5,6,7,7
10,9,10,7.5,11
10,7,8,6,9
10,6,7,7.7,8
6.8,2,3,6.5,4
20,9,10,7.6,11
25,3,4,6.9,5
220,2,3,6.5,4
10,2,3,6.5,4
44.83,7,8,5.8,9
10,7,8,6.6,9
33,9,10,7.5,11
9,3,4,7,5
10,6,7,5.6,8
550,1,2,6.7,3
90,8,9,7.7,10
10,6,7,5.6,8
56,8,9,6.5,10
10,8,9,7.3,10
52.92,6,7,7.5,8
80,9,10,7.5,11
15,8,9,7.5,10
24,5,6,7.6,7
10,7,8,7.5,9
23,8,9,7,10
50.74,6,7,6.5,8
15,5,6,6,7
24,9,10,7,11
35,4,5,6.9,6
16,9,10,7.3,11
10,4,5,5.9,6
33,6,7,6.9,8
10,5,6,6.5,7
176,2,3,6.5,4
11,4,5,5.7,6
133,8,9,7.7,10
20,8,9,6.9,10
120,8,9,6.5,10
10,5,6,5.5,7
50,6,7,7.5,8
66,5,6,6.4,7
38.12,4,5,6.8,6
20,10,11,8,12
14,3,4,4.5,5
21,3,4,6.9,5
10,2,3,6.6,4
70,4,5,7,6
15,6,7,7.7,8
72.6,4,5,6.8,6
31,6,7,5.6,8
42.6,5,6,7.9,7
33,6,7,6,8
153,9,10,7.8,11
414.5,1,2,6.9,3
33,2,3,4.9,4
25,10,11,9.5,12
68.04,8,9,6.6,10
35,6,7,5.8,8
14,5,6,5.5,7
20,6,7,6.4,8
20,4,5,6.8,6
12,5,6,6.6,7
33,4,5,6.6,6
26,5,6,7.5,7
7,6,7,6,8
8,2,3,5.5,4
10,7,8,7.6,9
33,5,6,5.1,7
43.98,6,7,7.1,8
13,7,8,8.5,9
10,4,5,7,6
17,2,3,4.8,4
96.76,8,9,6.6,10
27,4,5,6.6,6
26,4,5,6.8,6
9,5,6,6.5,7
9,6,7,5.5,8
22.91,5,6,6.7,7
33,6,7,5.1,8
21,4,5,7.1,6
83,6,7,6,8
371,2,3,6.5,4
11.71,6,7,5,8
2,3,4,4.2,5
10,7,8,6.5,9
10,6,7,6.5,8
40,5,6,7.1,7
43,8,9,7.6,10
5,8,9,6.8,10
24,6,7,7.7,8
600,8,9,7.6,10
90,8,9,7.5,10
28,5,6,6.9,7
72.6,4,5,6.8,6
11,5,6,6.9,7
60,8,9,7.8,10
10,4,5,6.5,6
71.1,6,7,4.7,8
5,8,9,6.8,10
33,6,7,6.3,8
161.33,6,7,6,8
71.9,3,4,6.7,5
10,5,6,5.9,7
10,2,3,6.7,4
208,4,5,6.1,6
63,4,5,5.1,6
21,4,5,6.6,6
240,5,6,7.2,7
75.17,6,7,6,8
33,9,10,8.2,11
10,8,9,8,10
166.27,6,7,7.4,8
10,7,8,6.5,9
13.7,4,5,6.8,6
47.23,4,5,7.5,6
46,5,6,7.2,7
10,4,5,5.5,6
29,5,6,6.7,7
22,4,5,5.2,6
35,6,7,6.8,8
21,4,5,6.6,6
73.37,6,7,6.1,8
13,3,4,5.5,5
12,5,6,6.5,7
35,8,9,7.3,10
3,4,5,5,6
627.17,1,2,7.3,3
5,5,6,5.8,7
22.56,5,6,7.6,7
14,3,4,4.5,5
33,10,11,8,12
15,5,6,6.6,7
10,8,9,6.4,10
10,8,9,7.3,10
21,6,7,5.2,8
11,5,6,5.9,7
35,8,9,7.3,10
10,6,7,6.9,8
10,6,7,6.5,8
37,7,8,8.1,9
82,4,5,6.8,6
70,8,9,7.9,10
61,4,5,5.9,6
36,8,9,6.6,10
26,5,6,6.8,7
10,6,7,6.3,8
18,4,5,6.7,6
25,8,9,7.5,10
10,5,6,6.6,7
20,8,9,7.3,10
29,5,6,7,7
34,4,5,6.5,6
30,5,6,6.9,7
10,3,4,4.7,5
10,7,8,6.6,9
30,6,7,9.1,8
33,4,5,5.1,6
37,1,2,6.5,3
47,4,5,6.1,6
10,7,8,5.7,9
11,5,6,5.2,7
94.35,9,10,7.7,11
55,5,6,6.7,7
35,8,9,7.3,10
59.25,7,8,7,9
40,4,5,6.7,6
13,3,4,5.7,5
56,5,6,5.1,7
10,7,8,7.4,9
10,3,4,5.5,5
3,6,7,4.3,8
56,4,5,6.6,6
18,5,6,7.5,7
33,7,8,6.4,9
25,7,8,7.6,9
4.2,7,8,7.9,9
47.41,5,6,5.2,7
26.3,5,6,7.3,7
20,3,4,6.5,5
10,4,5,8.3,6
9,4,5,5.8,6
10,4,5,7,6
47.39,5,6,8.2,7
9,2,3,4.4,4
13,7,8,8.1,9
15,5,6,6.7,7
33,3,4,4.6,5
10,7,8,7.6,9
15,6,7,6.5,8
17,5,6,7.7,7
36,5,6,5,7
9,4,5,5.8,6
33,9,10,7.9,11
9,7,8,6.2,9
10,8,9,6.9,10
19,9,10,7.9,11
10.5,5,6,6.6,7
29,6,7,9.1,8
9,8,9,6.5,10
40,8,9,6,10
82,5,6,6.2,7
60,9,10,7.6,11
7,5,6,5.7,7
2,1,2,3.5,3
33,7,8,7,9
10,4,5,5.7,6
50,5,6,6.2,7
7,8,9,6.8,10
5,2,3,4,4
7,7,8,6.8,9
43,5,6,7,7
10,5,6,5.6,7
167.404,4,5,7.2,6
66,4,5,6.1,6
48,8,9,7.1,10
10,0,1,3.8,2
33,4,5,7.3,6
8,7,8,7.1,9
37,4,5,6.5,6
77.15,6,7,6,8
25,10,11,8.3,12
10,6,7,6.5,8
73.84,6,7,6.5,8
13,5,6,6.9,7
58.93,4,5,5,6
22,4,5,5.3,6
37,6,7,5.6,8
30,9,10,8.4,11
12,7,8,6.8,9
10,3,4,5.4,5
535,1,2,6.9,3
29,7,8,9.1,9
33,5,6,7.2,7
49.5,5,6,6.6,7
38,4,5,7.2,6
60,8,9,7.8,10
54,6,7,6.7,8
60,8,9,7.6,10
20,5,6,8.6,7
70.85,6,7,6.4,8
8.2,5,6,6.5,7
10,3,4,4.5,5
20.6,6,7,7.8,8
1,5,6,5,7
25,7,8,6.8,9
8,8,9,7.1,10
23.5,6,7,7.8,8
52,9,10,7.3,11
15,4,5,6.5,6
30,2,3,6.5,4
12,6,7,6.7,8
60,9,10,7.9,11
27,5,6,5.3,7
27,7,8,7.8,9
43.063,5,6,7.1,7
50,4,5,6.6,6
11,7,8,6.3,9
10,7,8,7,9
10,4,5,6.5,6
84.04,6,7,6.3,8
29,9,10,7,11
25,9,10,8.2,11
161,6,7,6.8,8
79.32,7,8,7.3,9
36,9,10,7,11
10,6,7,6,8
10,7,8,7.8,9
10,2,3,6.6,4
157,8,9,6.5,10
40,7,8,6.4,9
74.72,6,7,5.7,8
21,4,5,6.6,6
43,4,5,6.5,6
120,8,9,6.5,10
26,4,5,4.9,6
86,5,6,7.1,7
33,5,6,6.6,7
33,4,5,7.2,6
10,5,6,5.7,7
84,4,5,5.8,6
74,6,7,5.2,8
33,2,3,4.2,4
24,2,3,6.5,4
600,2,3,8.2,4
500,9,10,7.3,11
10,9,10,8,11
60,8,9,7.8,10
10,7,8,6.5,9
64,3,4,6.7,5
28,5,6,7.8,7
40,9,10,7.6,11
38,7,8,6.3,9
20,6,7,7,8
10,7,8,7.3,9
96,4,5,5.8,6
48.49,6,7,6.5,8
10,5,6,6.7,7
60,9,10,6.8,11
82.03,4,5,8.3,6
60,6,7,6.9,8
28,4,5,6.9,6
5,4,5,5.3,6
10,7,8,5.5,9
30,4,5,5.9,6
33,7,8,6,9
153.31,6,7,6.3,8
